san josé,0.629063719115735,18.9304291287386,80.4405071521456
escazú,2.49146757679181,16.7728479332575,80.7356844899507
desamparados,2.18032429455034,19.6045580253147,78.215117680135
puriscal,15.7632743362832,14.4437420986094,69.7929835651075
tarrazú,41.182484239223,10.4276708127449,48.389844948032
aserrí,7.23845346396081,19.0036738978307,73.7578726382085
mora,8.1958195819582,16.1624495782912,75.6417308397506
goicoechea,1.00763297120472,16.7016679455595,82.2906990832357
santa ana,3.03531048878066,17.7900504435554,79.174639067664
alajuelita,0.749296512008376,22.6228649957464,76.6278384922453
vázquez de coronado,2.09212767533141,16.1889950381397,81.7188772865289
acosta,30.4371289800324,10.5504587155963,59.0124123043713
tibás,0.797504696416546,17.1126785524404,82.0898167511431
moravia,1.7386926889715,16.1477695167286,82.1135377942999
montes de oca,1.16793860943627,12.3540076738205,86.4780537167433
turrubares,32.9153605015674,12.957157784744,54.1274817136886
dota,45.3985367731998,10.4351174432037,44.1663457835965
curridabat,1.32276024970474,17.4827062594905,81.1945334908048
pérez zeledón,26.4582555816557,13.3498715725231,60.1918728458212
león cortés castro,51.590528581679,11.0260703181057,37.3834011002153
alajuela,5.77324103257506,26.8522838724421,67.3744750949828
san ramón,16.7613824093042,17.8913632458865,65.3472543448094
grecia,15.8187442411478,25.4080558115045,58.7731999473476
san mateo,31.9282945736434,10.1744186046512,57.8972868217054
atenas,12.4811273276296,20.3824861600403,67.1363865123301
naranjo,17.1068314409385,25.3434539865755,57.549714572486
palmares,9.44120469476637,23.8060087104156,66.752786594818
poás,16.8476326094696,24.4304022783909,58.7219651121396
orotina,9.80557903634827,15.6804733727811,74.5139475908707
san carlos,25.9295976077488,15.031203276344,59.0391991159072
zarcero,39.5899681528662,15.7643312101911,44.6457006369427
valverde vega,17.0266646804707,26.2773722627737,56.6959630567556
upala,44.9819168173599,9.04912597950573,45.9689572031344
los chiles,54.5638945233266,7.91075050709939,37.525354969574
guatuso,49.1656491656492,10.01221001221,40.8221408221408
cartago,10.1130878264281,23.3476043461204,66.5393078274515
paraíso,16.046565774156,23.3434225844005,60.6100116414435
la unión,1.84374709004563,20.0623894217339,78.0938634882205
jiménez,32.6682316118936,16.4123630672926,50.9194053208138
turrialba,21.6366558160616,17.0794017058799,61.2839424780584
alvarado,43.3685340970109,14.5516377304457,42.0798281725434
oreamuno,20.052578588209,20.3714061975612,59.5760152142298
el guarco,12.1259370314843,28.7256371814093,59.1484257871065
heredia,1.1691672850343,22.9869871319204,75.8438455830453
barva,3.76712328767123,19.55423310128,76.6786436110487
santo domingo,2.51222390827854,18.6646433990895,78.8231326926319
santa bárbara,5.89512467925521,24.5147707085993,69.5901046121455
san rafael,2.51717394574537,21.6115930401645,75.8712330140902
san isidro,4.70030185424752,18.100474342389,77.1992238033635
belén,2.77749924796952,25.9701193221699,71.2523814298606
flores,1.93548387096774,24.0266963292547,74.0378197997775
san pablo,1.25932461698885,17.734819924601,81.0058554584102
sarapiquí,47.9962576017465,9.87057539373148,42.1331670045221
liberia,8.37503875282342,13.0076619868019,78.6172992603747
nicoya,16.8663594470046,14.5192012288786,68.6144393241167
santa cruz,12.1827411167513,10.9189932318105,76.8982656514382
bagaces,29.2009685230024,12.6392251815981,58.1598062953995
carrillo,13.3255112303051,16.040898424405,70.63359034529
cañas,24.8746457379551,13.7998691955527,61.3254850664923
abangares,24.2429312364062,23.8413920026769,51.9156767609169
tilarán,19.8848092152628,14.7732181425486,65.3419726421886
nandayure,33.6490085824208,11.7490381769754,54.6019532406037
la cruz,37.1857541899441,9.54958100558659,53.2646648044693
hojancha,32.7126534066864,12.4841303427846,54.803216250529
puntarenas,17.2487964764929,16.1451398135819,66.6060637099252
esparza,7.24977986498386,23.6963115155073,69.0539086195088
buenos aires,54.3575585733473,8.3345769288166,37.3078644978361
montes de oro,12.7724498692241,20.5318221447254,66.6957279860506
osa,27.8547397585593,13.3089253908569,58.8363348505838
aguirre,17.0080398162328,13.3901225114855,69.6018376722818
golfito,24.2526187017356,13.0820399113082,62.6653413869562
coto brus,41.9197536145094,8.91436393190179,49.1658824535888
parrita,24.6542185338866,19.1562932226833,56.1894882434302
corredores,28.1444582814446,15.1238411512384,56.731700567317
garabito,7.0192713461809,14.7278098185399,78.2529188352792
limón,17.2087211023052,13.3710414679865,69.4202374297083
pococí,36.30641519761,13.1701977240074,50.5233870783826
siquirres,44.7950171031807,10.4508092101904,44.7541736866289
talamanca,48.9057844446728,6.86324874139525,44.230966813932
matina,64.2560851530093,5.89340220709087,29.8505126398998
guácimo,47.8700669611056,12.0031343496225,40.126798689272
