San José,Mujeres,6.39030082474635,6.46875391441361,7.28361121549547,7.96859239334665,9.08473592953726,9.08209885089298,7.77872273095864,6.54654773441981,6.22482413981791,6.29668453287448,6.28415840931416,5.23130476058622,4.20811824660641,3.25481431669996,2.5586255546106,2.17624915119031,1.64421853470725,1.51763875978191
San José,Hombres,7.61965520528558,7.45833058348183,8.12709447023194,8.53407249341869,9.94566293420155,9.6112809908265,8.32655036628022,6.60331008792192,6.18313277749668,5.89201516451445,5.529034765456,4.46282567408027,3.45308020033585,2.63472439154952,2.09062043982958,1.55091625052247,1.17840303290289,0.799290171664063
Escazú,Mujeres,6.35197159033804,6.20791316292003,6.83104961640256,7.62839626118128,8.48939662970284,8.89812054005159,8.1845287949345,7.71550135682937,7.52118998961439,7.12921705919796,6.5094308017019,5.29330965861503,3.98338302790713,3.11903246339911,2.21112935106704,1.64829642534088,1.25632349492445,1.02180977587189
Escazú,Hombres,7.20555138784696,6.97674418604651,8.03825956489122,8.33833458364591,9.29482370592648,8.65341335333834,7.7794448612153,6.96924231057765,7.10427606901725,6.62790697674419,5.82520630157539,5.09752438109527,3.75093773443361,2.98574643660915,2.13428357089272,1.51162790697674,1.00900225056264,0.697674418604651
Desamparados,Mujeres,6.71818659682581,7.17743943487924,8.44453461456883,8.88995453581342,9.80200485074283,9.04488320407241,7.91335060910944,6.82516115348082,6.68498759648459,6.66654370740614,5.95829836679362,4.74007949316193,3.46191798002527,2.54894547064194,1.83885574112157,1.42847920912604,0.948015898632386,0.908361537113716
Desamparados,Hombres,7.56196611118891,8.08310160641767,9.25540640566547,9.55948546622122,9.98659651509393,9.12737311701042,8.18812891351752,6.69774141276732,6.48768679856763,6.20261267929662,5.34138876107788,4.2501050273071,3.09980594954688,2.17856642727109,1.53940024406346,1.11428971532598,0.794206493688359,0.532138355972553
Puriscal,Mujeres,5.85193746578259,6.50282863921163,8.44941906441998,9.93369426364134,9.98235902427155,7.97493764827544,6.69140458665369,6.35683435732101,7.54303789768234,7.17805219295578,5.82152199038871,4.50757345337308,3.74718656852607,3.10846158525458,2.37849017580145,1.87967637934181,1.17403735020378,0.918547356895188
Puriscal,Hombres,6.87594325384848,7.47358889224268,8.65076969514036,10.37126471476,10.1961968004829,8.04708723211591,6.23603984304256,5.68065197706007,6.75520676124359,6.51373377603381,5.92212496226985,4.47932387564141,3.42891638997887,2.82523392695442,2.50528222155146,1.75671596740115,1.19529127678841,1.08662843344401
Tarrazú,Mujeres,8.79228232995482,7.94968860666748,10.6728538283063,11.4055440224692,9.46391500793748,7.87641958725119,7.08267187690805,6.06911710831603,6.313347173037,6.28892416656491,5.05556233972402,3.78556600317499,2.93076077665161,2.30797411161314,1.67297594333863,1.09903529124435,0.720478690926853,0.512883135914031
Tarrazú,Hombres,9.10888641700655,8.24372759856631,10.2706711160549,10.567296996663,9.89988876529477,8.35496230379434,6.81003584229391,5.27746879248548,6.40217525645779,6.4268940798418,5.64825114324558,3.63366703744902,2.81794586577679,2.07638116425658,1.75503646026449,1.21122234581634,0.914596465208256,0.580892349524163
